relative_path,extension,category,label,note
eval_res/agent/eval_metrics_04_20_17_08.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/agent/eval_metrics_04_20_17_08.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/agent/eval_metrics_04_20_18_01.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/agent/eval_metrics_04_20_18_01.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/agent/eval_metrics_04_20_18_02.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/agent/eval_metrics_04_20_18_02.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/agent/eval_metrics_04_20_18_43.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/agent/eval_metrics_04_20_18_43.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/agent/eval_metrics_04_20_18_55.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/agent/eval_metrics_04_20_18_55.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/agent/eval_metrics_04_20_19_02.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/agent/eval_metrics_04_20_19_02.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/agent/eval_metrics_04_20_19_07.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/agent/eval_metrics_04_20_19_07.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/agent/eval_metrics_04_21_10_16.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/agent/eval_metrics_04_21_10_16.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/agent/eval_metrics_04_21_10_20.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/agent/eval_metrics_04_21_10_22.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/agent/eval_metrics_04_21_10_22.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/agent/eval_metrics_04_21_10_25.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/agent/eval_metrics_04_21_10_25.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/agent/eval_metrics_04_21_10_29.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/agent/eval_metrics_04_21_10_29.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/agent/eval_metrics_04_21_10_37.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/agent/eval_metrics_04_21_10_37.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/agent/eval_metrics_04_21_11_07.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/agent/eval_metrics_04_21_11_07.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/agent/eval_metrics_04_21_11_08.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/agent/eval_metrics_04_21_11_08.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/agent/eval_metrics_04_21_11_40.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/agent/eval_metrics_04_21_11_40.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/agent/eval_metrics_04_27_13_36.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/agent/eval_metrics_04_27_13_36.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_17_10_59.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_17_10_59.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_17_11_04.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_17_11_04.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_17_11_18.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_17_11_18.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_17_13_55.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_17_13_55.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_17_14_01.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_17_14_01.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_17_14_01_2.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_17_14_01_2_max_prob_cnt.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_17_15_57.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_17_15_57.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_17_16_16.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_17_16_16.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_17_16_26.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_17_16_26.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_17_16_34.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_17_16_34.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_17_16_57.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_17_16_57.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_09_23.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_09_23.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_13_36.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_13_36.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_15_55.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_15_55.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_16_19.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_16_19.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_16_21.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_16_21.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_19_12.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_19_12.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_19_22.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_19_22.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_19_35.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_19_35.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_19_42.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_19_42.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_19_58.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_19_58.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_20_18.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_20_18.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_20_19.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_20_19.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_20_38.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_20_38.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_20_40.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_20_40.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_20_43.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_20_43.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_20_48.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_20_48.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_20_52.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_20_52.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_20_57.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_20_57.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_20_59.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_20_59.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_21_06.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_21_06.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_21_09.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_21_09.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_21_23.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_21_24.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_21_24.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_21_27.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_21_27.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_21_32.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_21_32.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_21_38.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_21_38.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_21_47.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_21_47.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_21_52.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_21_52.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_22_00.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_22_00.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_22_06.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_19_22_06.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_09_31.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_09_31.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_09_38.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_09_38.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_09_51.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_09_51.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_10_00.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_10_00.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_10_29.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_10_29.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_10_30.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_10_30.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_10_56.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_10_57.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_10_57.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_11_01.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_11_01.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_11_28.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_11_28.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_12_08.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_12_08.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_13_20.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_13_20.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_13_28.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_13_28.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_13_31.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_13_31.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_13_35.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_13_35.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_13_37.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_13_37.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_13_45.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_13_45.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_15_47.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_15_53.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_15_53.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_16_00.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_16_00.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_16_05.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_16_05.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_16_14.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_16_14.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_16_36.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_16_36.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_16_50.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_16_51.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_16_52.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_16_52.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_17_01.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_17_01.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_17_08.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_17_08.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_18_01.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_18_01.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_18_02.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_18_02.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_18_12.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_18_12.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_18_26.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_18_26.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_18_28.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_18_28.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_18_43.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_18_43.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_18_49.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_18_49.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_18_55.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_18_55.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_18_58.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_18_58.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_19_00.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_19_00.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_19_02.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_19_02.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_19_03.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_19_03.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_19_07.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_20_19_07.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_10_16.csv,.csv,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_10_16.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
eval_res/human/eval_metrics_04_21_10_20.csvmax_prob_cnt,.csvmax_prob_cnt,D,experiment_output,Historical experiment output/figures/checkpoints; do not migrate as code
